StudyID,AvgPlanningDepth,MedianPlanningDepth,AvgBranchingFactor,MedianBranchingFactor
101,25.766304347826086,26.299592391304348,4,3.5
102,30.67220077220077,30.683397683397683,4.3,4.0
107,19.5,20.25,0,0.0
117,29.3,29.526315789473685,1.1,1.0
121,25.124404761904763,24.31547619047619,2.6,2.5
129,8.693333333333333,9.2,0.8,1.0
1121,4.852170740605619,4.0,11.109388189113572,9.666666666666666
129,2.3943998540678586,2.0,3.354056156002982,2.6
137,4.044764684421744,3.0,11.231597139799558,8.59016393442623
139,0.9284750091207589,1.0,1.076614374315943,1.0
149,4.3521342575702295,4.0,11.132245533870005,10.160493827160494
150,4.703538854432689,4.0,9.005670993525898,8.24698795180723
152,1.1911893469536665,1.0,3.6588222494397247,3.0
156,0.17763589930682233,0.0,6.944345129514776,3.5
166,2.9541773075519884,2.0,5.8822781909040405,4.636363636363637
171,2.4305180591025173,2.0,6.573868394934707,5.904761904761905
175,3.674662531922656,3.0,7.802373319978239,6.630952380952381
179,1.238544326887997,1.0,2.528054846163201,2.2
180,0.36720175118569864,0.0,3.3540587376869757,2.0
181,0.42271068952936885,0.0,6.922104159066034,4.0
182,0.959722728931047,1.0,1.9065426243463457,1.6666666666666667
183,0.419974461875228,0.0,2.3801167457132433,1.5
187,1.358646479387085,1.0,6.141327193470116,3.5
192,4.209266690988691,3.0,6.400630770014434,4.901960784313726
194,0.3950747902225465,0.0,7.4636324942235195,3.6666666666666665
196,0.597318496898942,0.0,7.642153715189104,7.0
197,0.1429952572053995,0.0,12.775766143743159,10.0
199,2.915815395840934,2.0,10.380188195665065,7.955555555555556
200,3.4865560014593213,3.0,8.685697100201855,7.5
201,0.31459321415541774,0.0,14.847821159291883,11.625
202,3.3625136811382705,3.0,8.908787080327278,7.506329113924051
208,1.2688070047427946,1.0,2.277751428918886,2.0
209,8.58847136081722,7.0,15.423312633635382,16.0
212,0.10167821962787305,0.0,8.704596862458956,5.0
215,2.518314483765049,2.0,17.31134715383088,15.682539682539682
216,0.46712878511492156,0.0,8.96296216188044,6.428571428571429
217,3.1993615468807004,3.0,8.499167380437768,7.283333333333333
221,4.3027727106895295,3.0,4.129730593342545,3.140625
226,4.423549799343306,4.0,13.062898178463804,10.929347826086957
227,2.3398394746442905,2.0,13.028629033232667,10.50943396226415
228,0.10762495439620576,0.0,12.683290769792047,9.0
229,0.4659248449470996,0.0,8.812298735254773,5.6
230,6.459321415541773,5.0,1.7669286301924423,1.726027397260274
231,0.7164720904779278,1.0,4.72859661923872,4.0
236,1.6298613644655235,2.0,2.3185051076249543,2.0
242,0.6903684786574243,0.0,21.6114582862818,21.555555555555557
245,3.2711419190076616,3.0,4.538389399918956,3.027027027027027
248,0.3011127325793506,0.0,3.3334731849689896,2.0
249,3.3170558190441444,3.0,8.535568918226826,5.791044776119403
250,5.711583363735863,5.0,4.8632153145215735,4.646017699115045
256,7.041517694272163,5.0,16.270814748806096,16.723110465116278
262,0.2938161255016417,0.0,12.677621002067372,10.166666666666666
269,1.1617110543597227,1.0,2.3962437674814545,1.75
273,6.771233126596133,6.0,17.735096661513992,18.25655976676385
281,7.239638817949653,6.0,15.756859387477979,15.716463414634147
290,1.9007661437431593,2.0,1.047789736106044,1.0
291,3.638051805910252,3.0,10.538375716208758,8.962025316455696
293,4.744928858080993,4.0,14.76677830670841,14.21860465116279
294,0.16807734403502372,0.0,15.45014137176213,11.75
305,4.953465888361912,4.0,18.725313220183097,19.50526315789474
309,4.795695001824152,4.0,16.64590044508134,16.20408163265306
311,0.6698832542867567,0.0,6.863294114070291,4.0
329,3.895786209412623,3.0,14.440521326799729,13.18978102189781
342,5.94346953666545,5.0,12.955862259036452,12.138790035587188
353,4.800510762495439,4.0,9.88304587567749,9.014492753623188
372,22.035972272893105,23.0,1.0883435105352637,1.0851063829787233
388,7.4700656694636995,7.0,18.76214282441282,19.994553376906318
423,17.90594673476833,19.0,1.472032609630034,1.4285714285714286
436,18.863553447646844,19.0,1.1799546559627865,1.1818181818181819
442,0.5622765414082451,0.0,3.3105405569743405,3.0
449,7.1923568040861,6.0,10.422138664657995,9.785483870967742
459,1.2428310835461511,1.0,18.57068282094826,17.875
511,0.7265778912805545,1.0,6.229309254529977,3.6
535,0.05578256110908428,0.0,13.84105253557096,10.0
560,8.682852973367384,8.0,15.10775151021246,15.851648351648352
804,0.2932688799708136,0.0,8.82678462848109,6.25
805,2.5001094491061657,2.0,11.806810893983771,9.634146341463415
806,3.470649398029916,3.0,10.010729731718621,7.45679012345679
810,6.033692083181321,5.0,5.098603771431091,4.685344827586207
811,3.764082451659978,3.0,14.37091057734866,13.323076923076924
814,3.554633345494345,3.0,1.5332376799444019,1.375
832,0.07572053994892375,0.0,14.43411163808829,11.5
833,0.22207223641006932,0.0,9.607247963030524,5.666666666666667
834,0.34255746078073696,0.0,3.6950839109813938,2.0
842,7.781794965341116,7.0,2.000805585803342,2.0
844,16.40251732944181,16.0,1.2110156846151854,1.1818181818181819
846,4.099635169646114,4.0,7.826370728858779,7.028301886792453
