subject,fold,1,2,3,4,5,6,7,8,9,10,feature drop rate,heuristic quality,planning depth,elo
181:R_3fDgQlApbcv1n4e,3,171.79,0.92398,0.42822,0.05,1.3854,0.3788,1.0081,0.42258,5.3324,8.618,0.42822,0.48412542546303416,0.00083911,152
181:R_3fDgQlApbcv1n4e,4,1.0713,0.13336,0.23579,0.051398,1.4472,0.75294,1.003,0.66399,3.932,10.0,0.23579,0.45295540715873256,1.43878,152
181:R_3fDgQlApbcv1n4e,5,33.73,0.99612,0.24052,0.054207,0.94281,0.52619,1.3319,1.1308,4.7329,9.132,0.24052,0.5773146410627031,3.6483e-05,152
182:R_3NEgCFlK1BFSmdZ,1,0.26231,0.94531,0.35798,0.06063,1.5829,-0.051664,0.94662,-0.8924,3.0988,9.9704,0.35798,0.3501138322960571,0.0418278,292
182:R_3NEgCFlK1BFSmdZ,2,0.32161,0.17207,0.38843,0.05,1.9643,-0.20874,1.6797,-4.0674,5.0342,9.9683,0.38843,0.23004079743681713,2.1091,292
182:R_3NEgCFlK1BFSmdZ,3,0.91014,0.89466,0.22433,0.05,1.4716,-0.31616,1.2122,-0.64484,3.6108,9.9893,0.22433,0.37458658134594125,0.0542868,292
182:R_3NEgCFlK1BFSmdZ,4,6.9966,1.0,0.27226,0.060343,1.2337,-0.18947,1.8243,0.18765,4.9139,9.494,0.27226,0.45836102220399344,0.0,292
182:R_3NEgCFlK1BFSmdZ,5,0.23888,0.021606,0.28098,0.10534,1.2419,-0.091306,1.4636,0.17495,4.3589,10.0,0.28098,0.4689093137458077,4.15035,292
183:R_2uPQbPniskmS0Ep,1,1.043,0.0047443,0.27526,0.050922,1.0341,0.49977,1.0378,-0.58737,4.7941,9.9915,0.27526,0.49223090513840706,5.91996,98
183:R_2uPQbPniskmS0Ep,2,0.63245,0.25324,0.37167,0.05,1.1277,0.51453,1.265,-1.366,4.7266,10.0,0.37167,0.41466846364957993,1.27023,98
183:R_2uPQbPniskmS0Ep,3,1.4317,0.026842,0.3607,0.050204,0.63865,0.54337,1.0614,-1.0677,4.1665,9.3475,0.3607,0.47421146657749674,3.05841,98
183:R_2uPQbPniskmS0Ep,4,1.3494,0.24786,0.29313,0.055373,1.3188,0.24604,1.0884,-2.568,4.9816,9.7542,0.29313,0.3231850055506445,0.906476,98
183:R_2uPQbPniskmS0Ep,5,0.71803,0.017864,0.25502,0.0823,1.2771,0.50085,0.74621,-0.43338,4.4486,9.1777,0.25502,0.4684940072253669,3.66742,98
187:R_3oHOHstFKN4HiLA,1,0.20555,0.011486,0.20564,0.052322,1.7645,-2.1199,1.2004,-1.8624,5.4268,9.9437,0.20564,0.25310826371818085,6.71764,158
187:R_3oHOHstFKN4HiLA,2,0.25647,0.0083008,0.30408,0.050003,1.8976,-0.62847,1.2442,-1.643,5.2094,9.8248,0.30408,0.3077950341012411,6.57572,158
187:R_3oHOHstFKN4HiLA,3,0.35705,0.082975,0.19678,0.05,1.9004,-1.9385,1.04,-1.2646,3.8135,9.2188,0.19678,0.2284739471822439,5.73349,158
187:R_3oHOHstFKN4HiLA,4,13.703,0.99321,0.11558,0.050392,2.3809,-1.6594,1.2216,-0.96414,6.1092,9.9905,0.11558,0.28274613206857857,8.06987,158
187:R_3oHOHstFKN4HiLA,5,0.78436,0.11111,0.35935,0.066145,1.682,-2.5697,1.5742,-1.9315,6.6811,10.0,0.35935,0.265345715514512,5.36702,158
192:R_1LeQOpZ9pat1k7D,1,4.0124,0.0079286,0.24801,0.050077,1.316,0.73405,0.76949,1.0532,5.0695,9.9792,0.24801,0.4922018216979036,3.42468,108
192:R_1LeQOpZ9pat1k7D,2,9.3341,0.001028,0.50369,0.050803,0.7473,0.5988,0.43625,1.0884,9.9668,9.9079,0.50369,0.5994219290784407,6.69805,108
192:R_1LeQOpZ9pat1k7D,3,2.6361,0.0037955,0.33473,0.050566,1.1327,0.83792,0.74482,0.68147,4.863,9.2772,0.33473,0.5264529976927067,5.22671,108
192:R_1LeQOpZ9pat1k7D,4,1.6888,0.0060745,0.22886,0.050415,0.82938,0.97981,0.50445,0.75793,4.1554,9.068,0.22886,0.5452567637548045,4.98125,108
192:R_1LeQOpZ9pat1k7D,5,2.0688,0.0096763,0.15191,0.050228,0.97479,0.67361,0.59397,1.13,4.7469,9.9863,0.15191,0.5640858462712061,3.8799,108
194:R_24rdiskqYQc7BsO,1,1.9989,0.019989,0.44995,0.05,1.9502,0.80078,1.001,0.40039,3.501,10.0,0.44995,0.3705472804981965,2.90969,43
194:R_24rdiskqYQc7BsO,2,579.91,0.93413,0.47987,0.050522,1.6308,0.81459,1.2395,0.36495,5.0972,10.0,0.47987,0.4294160270335459,0.000620212,43
194:R_24rdiskqYQc7BsO,3,64.516,0.996,0.602,0.050213,2.3004,0.5241,1.4602,-1.3537,7.1338,3.5183,0.602,0.33558988723342204,9.12076e-05,43
194:R_24rdiskqYQc7BsO,4,0.66648,0.79273,0.43487,0.050006,1.4808,0.62361,1.0396,0.49588,4.1942,9.8349,0.43487,0.45395964458559607,0.141408,43
194:R_24rdiskqYQc7BsO,5,2.3133,0.12576,0.46335,0.058864,1.7559,0.65524,1.2835,0.35049,5.1479,9.978,0.46335,0.4098229314523279,1.23411,43
196:R_0voL9dLPRpILrS9,1,5.0413,0.0030358,0.68456,0.055555,1.4966,0.94411,0.039539,-3.2954,4.1321,9.5682,0.68456,0.24944305064912345,4.25739,-166
196:R_0voL9dLPRpILrS9,2,4.6806,0.016409,0.41113,0.089323,0.91563,0.69579,0.28989,0.29526,5.9428,9.9172,0.41113,0.5471373334852536,2.16939,-166
196:R_0voL9dLPRpILrS9,3,0.67572,0.019856,4.4145e-05,0.052379,2.1633,8.7428,4.3954,-9.4049,-5.0989,-4.4435,4.4145e-05,0.03177975916834092,11.6526,-166
196:R_0voL9dLPRpILrS9,4,2.777,0.0027475,0.39033,0.085075,0.973,1.0967,0.14481,0.46514,5.0601,9.604,0.39033,0.501963263909748,5.32568,-166
196:R_0voL9dLPRpILrS9,5,0.27461,0.1657,0.0,0.05,1.4639,10.0,6.2863,-7.6364,-9.6674,-9.9588,0.0,-0.017596089879287267,3.87366,-166
197:R_bqny5leXGykyp0t,1,2.0007,0.0019374,0.61955,0.053026,0.25018,0.33971,6.4257,2.5997,7.2064,9.4602,0.61955,0.4558504760938802,9.74349,-173
197:R_bqny5leXGykyp0t,2,7.5946,0.017195,0.3839,0.22729,1.0381,0.30563,1.9116,0.48948,3.7504,2.2517,0.3839,0.4821483642762899,1.32355,-173
197:R_bqny5leXGykyp0t,3,6.6013,0.971,0.44232,0.22442,0.2503,0.54241,4.261,3.3671,7.0266,6.56,0.44232,0.5144986161767349,0.00961328,-173
197:R_bqny5leXGykyp0t,4,8.0812,0.97503,0.55309,0.24638,0.44646,0.74337,2.8495,1.6258,6.1587,1.6859,0.55309,0.5913136026254237,0.00342941,-173
197:R_bqny5leXGykyp0t,5,3.5371,0.098045,0.43407,0.24651,0.25401,0.69806,3.7729,1.0513,4.9462,5.0367,0.43407,0.46564670279861897,1.11191,-173
199:R_D1Afhly6eOCY66B,1,8.1036,0.0010437,0.12225,0.08557,0.95873,-0.16037,1.0995,0.19946,4.8008,9.7389,0.12225,0.5526411215998999,5.86613,215
199:R_D1Afhly6eOCY66B,2,544.02,0.9993,0.26049,0.050146,0.79329,0.13294,1.5781,0.75718,4.4332,-0.90329,0.26049,0.5995972522256908,1.82415e-05,215
199:R_D1Afhly6eOCY66B,3,8.0175,0.0010018,0.17565,0.050001,1.0426,-0.12782,1.0024,0.28778,4.3615,9.9545,0.17565,0.5394039212216609,6.1104,215
199:R_D1Afhly6eOCY66B,4,0.14702,0.69922,0.15,0.051846,0.84927,0.0046892,1.0885,0.32141,3.2433,9.0303,0.15,0.576520706886931,0.315615,215
199:R_D1Afhly6eOCY66B,5,0.91906,0.017674,0.15667,0.05,1.0375,0.17433,1.2393,0.80669,3.9798,10.0,0.15667,0.5489859672553974,3.86853,215
200:R_1NCzjmN3Hl5r3HF,1,20.852,0.006443,0.48764,0.050132,0.80279,0.3468,0.9944,-0.97011,4.1482,9.9977,0.48764,0.4778673232756986,3.06744,-15
200:R_1NCzjmN3Hl5r3HF,2,0.1756,0.4883,0.0020754,0.050039,1.8468,9.3245,-5.4631,8.5123,-2.0327,0.8365,0.0020754,0.03579206696446072,0.927016,-15
200:R_1NCzjmN3Hl5r3HF,3,2.7201,0.026274,0.27073,0.052436,1.0287,0.17951,1.0695,0.21701,3.9146,9.2845,0.27073,0.5422663815336142,2.00281,-15
200:R_1NCzjmN3Hl5r3HF,4,1.2595,0.13909,0.22299,0.050048,0.69947,-0.28676,0.90789,0.32808,4.1955,9.3221,0.22299,0.6100399285798425,1.14113,-15
200:R_1NCzjmN3Hl5r3HF,5,102.72,0.016166,0.46429,0.05429,0.6989,-0.10172,1.2313,-3.1167,4.5284,5.9837,0.46429,0.3075452168966675,2.09143,-15
201:R_3kzZPXnjFGbpt30,1,5.8195,0.0010024,0.55688,0.050548,1.144,0.3119,1.0233,1.2939,6.4678,9.0239,0.55688,0.5393713172937372,6.97364,-111
201:R_3kzZPXnjFGbpt30,2,1.3182,0.0063336,0.31859,0.086766,0.7375,0.49309,0.97006,0.10603,4.2426,8.124,0.31859,0.5927396449572468,5.63387,-111
