1
4.1182
1
4.2785
0
4.9655
5.5505
5.883
1
1
0
3.4396
1.8333
2.829
2.2833
5.3265
0
0
1.5
0
2.0833
1
3.6454
1.5
1.8333
4.2785
2.829
1
3.8915
0
3.776
3.4396
4.0888
6.4975
1
