2.5929
0
1
1.8333
4.4167
1.8333
0
0
1
1
0
0
0
2.0833
2.5929
0
0
4.2279
2.929
3.6908
1.5
1.8333
1
3.0199
3.0199
1
4.7124
0
2.2833
1.8333
2.2833
0
1.5
3.1032
0
3.3182
0
3.5477
0
3.5977
3.3182
0
1
3.3182
2.2833
2.45
0
3.5477
0
5.1571
0
0
0
1
3.6454
