0
1
3.6908
0
3.3182
3.0199
7.119
7.1146
2.2833
1
1.5
2.7179
1.5
2.5929
2.7179
2.829
6.1626
1
3.3182
0
1
1
1.8333
3.1032
3.776
0
4.2535
1
1.5
1.8333
1
0
3.0199
4.9403
2.45
0
0
1.8333
