4194304	1048576	Black	16777216	0.00099945068359375	1	SubA139_vs_Level118
4	65536	Black	536870912	0.001995563507080078	1	SubA139_vs_Level118
7174	1080033288	White	8388608	0.0	1	SubA139_vs_Level118
81920	8388608	White	2097152	0.0009732246398925781	1	SubA139_vs_Level118
4194816	73728	Black	8388608	0.000560760498046875	1	SubA139_vs_Level118
0	0	Black	8388608	0.0	1	SubA139_vs_Level118
4295073792	6311936	Black	8589934592	0.0009975433349609375	1	SubA139_vs_Level118
2152730629	2107402	White	8388608	0.0009658336639404297	1	SubA139_vs_Level118
8396800	8589934592	White	2147483648	0.0009958744049072266	1	SubA139_vs_Level118
4307624066	10739533828	White	16777216	0.0	1	SubA139_vs_Level118
46153728	18882576	Black	65536	0.000997304916381836	1	SubA139_vs_Level118
13970254852	3024113739	Black	16	0.0	1	SubA139_vs_Level118
22557032832	36562812928	Black	8589934592	0.0	1	SubA139_vs_Level118
4202496	8388608	White	16384	0.0009968280792236328	1	SubA139_vs_Level118
20971536	2416967680	Black	8	0.0009944438934326172	1	SubA139_vs_Level118
12616192	94208	Black	2097152	0.0010006427764892578	1	SubA139_vs_Level118
8192	16777216	Black	4194304	0.002991914749145508	1	SubA139_vs_Level118
8388608	8192	Black	4194304	0.0009980201721191406	1	SubA139_vs_Level118
2684354560	8192	White	524288	0.000997304916381836	1	SubA139_vs_Level118
1077936256	10737418240	White	64	0.0009796619415283203	1	SubA139_vs_Level118
16949248	1111506944	Black	8589934592	0.0010030269622802734	1	SubA139_vs_Level118
65536	0	White	8388608	0.0009982585906982422	1	SubA139_vs_Level118
0	0	Black	2048	0.0009970664978027344	1	SubA139_vs_Level118
229376	2147508224	Black	4194304	0.0020055770874023438	1	SubA139_vs_Level118
172032	37765120	Black	16777216	0.0009779930114746094	1	SubA139_vs_Level118
12582912	2105344	Black	4294967296	0.0009679794311523438	1	SubA139_vs_Level118
20971520	269484032	Black	16	0.0019953250885009766	1	SubA139_vs_Level118
4194304	8192	Black	8388608	0.0009982585906982422	1	SubA139_vs_Level118
128	0	White	2147483648	0.0009992122650146484	1	SubA139_vs_Level118
536870912	0	White	8192	0.0009980201721191406	1	SubA139_vs_Level118
12884967424	655364	Black	1073741824	0.0009975433349609375	1	SubA139_vs_Level118
8396800	4299161600	Black	4096	0.0009970664978027344	1	SubA139_vs_Level118
3233857536	8607244368	Black	128	0.0	1	SubA139_vs_Level118
13970254868	3024113867	Black	262144	0.0	1	SubA139_vs_Level118
4194304	8192	Black	8388608	0.0009975433349609375	1	SubA139_vs_Level118
2152730625	2107394	White	8	0.000997304916381836	1	SubA139_vs_Level118
2203712	4300230656	Black	8388608	0.0010077953338623047	1	SubA139_vs_Level118
46219264	18882608	Black	4	0.0	1	SubA139_vs_Level118
10498048	5372919808	Black	64	0.0019865036010742188	1	SubA139_vs_Level118
5248512	8590206977	Black	4294967296	0.0	1	SubA139_vs_Level118
40960	4198400	Black	65536	0.0019927024841308594	1	SubA139_vs_Level118
1076898816	541069379	Black	4	0.0	1	SubA139_vs_Level118
