,subject,fold,1,2,3,4,5,6,7,8,9,10
209,Sub856_vs_Level92,5,4.5216,0.0053488,0.11106,0.06997,1.1975,1.4508,1.4096,-2.6216,5.7932,9.9736
210,Sub859_vs_Level110,1,3.5726,0.95729,0.085917,0.055078,2.7162,9.9988,0.62899,-2.9355,-7.1145,-8.0623
211,Sub859_vs_Level110,2,0.11041,0.001006,0.021773,0.070138,1.2168,6.9624,1.14,-3.2406,-9.2473,1.9665
212,Sub859_vs_Level110,3,1.4735,0.0014413,0.066703,0.08242,1.7941,8.0314,1.2882,-4.6829,-9.8251,-5.189
213,Sub859_vs_Level110,4,1.1313,0.0042039,0.00069681,0.055095,0.7585,4.9845,1.4887,-6.4309,-5.8998,4.3919
214,Sub859_vs_Level110,5,1.7859,0.034814,0.00098173,0.055468,0.97804,9.3844,1.6178,-1.8038,-5.6859,-8.7514
215,Sub859_vs_Level118,1,27.159,1,5.1535e-06,0.050178,1.2938,7.2923,0.58995,-2.8369,-8.9925,-4.2714
216,Sub859_vs_Level118,2,2.011,0.54783,0.36308,0.064811,0.98205,8.908,1.8601,-3.3383,-9.1193,4.8619
217,Sub859_vs_Level118,3,0.21515,0.023687,0.064137,0.050735,1.2305,5.3074,0.76656,-2.5789,-4.4171,9.399
218,Sub859_vs_Level118,4,0.31041,0.51474,0.0095844,0.058026,1.0313,5.1277,0.7075,-2.7541,-3.4484,0.3297
219,Sub859_vs_Level118,5,0.27815,0.010813,0.26438,0.087557,0.96452,5.942,0.93867,-3.7645,-3.5243,-0.37296
220,Sub859_vs_Level92,1,0.34012,0.013823,0.13409,0.10039,1.2736,7.517,1.4538,-5.8608,-4.087,2.9728
221,Sub859_vs_Level92,2,0.49842,0.032364,0,0.14409,1.1484,6.6655,0.93719,-4.2911,-7.4432,-2.0272
222,Sub859_vs_Level92,3,1.4622,0.11545,0.032144,0.05,1.1557,6.2916,0.70999,-6.2031,-3.7822,7.0799
223,Sub859_vs_Level92,4,0.60624,0.0011331,0.020912,0.051966,1.3598,6.9769,0.63,-5.782,-6.42,-9.9423
224,Sub859_vs_Level92,5,0.15511,0.0095925,0.003749,0.05826,0.86402,4.7446,0.53715,-3.7839,-4.5617,-0.91954
225,Sub868_vs_Level110,1,2.2479,0.021707,0.36543,0.17245,0.88411,0.3608,0.87953,0.56339,4.7544,10
226,Sub868_vs_Level110,2,0.915,0.061412,0.28935,0.054922,0.92693,0.10369,0.84041,0.5132,3.3966,9.9999
227,Sub868_vs_Level110,3,1.0309,0.021489,0.28511,0.15165,0.78722,0.32999,1.0936,0.56741,4.9018,7.8548
228,Sub868_vs_Level110,4,1.8836,0.11158,0.37161,0.052073,1.0785,0.286,0.95872,0.71796,4.2024,8.2592
229,Sub868_vs_Level110,5,0.92767,0.052216,0.26855,0.065388,0.84837,0.27552,0.83838,0.63688,4.3084,6.5456
230,Sub868_vs_Level118,1,0.9266,0.27418,0.25158,0.095435,1.1841,0.24985,0.85486,0.55719,4.1232,9.991
231,Sub868_vs_Level118,2,1.7685,0.02807,0.21806,0.051947,1.312,0.57007,0.87203,0.18109,3.9583,9.7317
232,Sub868_vs_Level118,3,2.1931,0.027791,0.23213,0.054032,1.3573,0.26887,0.85685,0.49841,3.7498,9.947
233,Sub868_vs_Level118,4,1.3033,0.049237,0.1236,0.14206,1.3343,0.31628,0.81613,0.23801,3.7766,9.7641
234,Sub868_vs_Level118,5,1.9768,0.038064,0.2336,0.10998,1.3265,0.40771,0.97861,0.25977,4.1613,9.1092
235,Sub868_vs_Level92,1,2.169,0.080009,0.33003,0.050065,1.2666,0.099747,1.0234,0.29969,4.2113,7.2258
236,Sub868_vs_Level92,2,1.1497,0.019371,0.32921,0.058635,1.1829,-0.054041,0.8226,0.29809,4.6047,9.0332
237,Sub868_vs_Level92,3,1.3151,0.012566,0.21555,0.11114,1.1887,0.17921,1.2661,0.73983,5.2016,9.9833
238,Sub868_vs_Level92,4,2.2936,0.10192,0.35747,0.092169,1.5043,0.13695,1.0356,0.90143,4.591,6.0865
239,Sub868_vs_Level92,5,2.6956,0.047304,0.30557,0.050026,1.1986,-0.29403,1.1346,0.71451,5.4687,9.9937
240,Sub876_vs_Level110,1,0.8428,0.01749,0.41772,0.052493,1.1621,0.1719,1.243,0.11008,3.6204,9.7207
241,Sub876_vs_Level110,2,2.1482,0.016773,0.52853,0.05,1.4659,0.048912,1.9016,0.10864,4.205,10
242,Sub876_vs_Level110,3,0.88142,0.063496,0.3505,0.053621,1.1259,0.52923,1.5938,0.47136,3.8431,9.2331
243,Sub876_vs_Level110,4,2.1041,0.061566,0.26125,0.067121,1.3486,0.049483,1.1451,0.40461,3.2882,9.5707
244,Sub876_vs_Level110,5,2.951,0.017001,0.21606,0.079571,1.4901,0.16357,1.311,-0.28687,4.9438,8.0872
245,Sub876_vs_Level118,1,1.9544,1,0.21387,0.051022,0.96069,0.41992,0.77637,0.19531,2.6416,9.9219
246,Sub876_vs_Level118,2,2.3607,0.06043,0.19873,0.05,1.127,-0.2002,1.8408,1.0986,4.4482,7.5293
247,Sub876_vs_Level118,3,1.0372,0.069775,0.20366,0.05138,1.0152,0.17118,1.1888,0.25221,3.659,6.2719
248,Sub876_vs_Level118,4,1.0458,0.034826,0.38111,0.061583,1.3811,0.65845,1.0931,0.21339,3.525,9.3957
249,Sub876_vs_Level118,5,1.3372,0.29995,0.37259,0.050303,1.2028,0.23802,1.0656,0.20041,3.1059,5.047
250,Sub876_vs_Level92,1,1.3577,0.0043372,0.52417,0.13631,1.4478,-0.1416,1.2158,0.35645,3.6768,10
251,Sub876_vs_Level92,2,0.65579,0.052357,0.59869,0.057543,1.3027,0.39773,1.6728,-0.42456,5.9474,9.1913
252,Sub876_vs_Level92,3,1.8559,0.0077999,0.54175,0.050565,2.0447,0.60059,1.1035,-0.38574,3.5498,10
253,Sub876_vs_Level92,4,2.2068,0.008709,0.32627,0.060489,1.4642,0.096899,1.1482,-0.096292,5.1504,7.9203
254,Sub876_vs_Level92,5,0.26647,0.049741,0.41254,0.10198,1.7102,0.11574,0.81829,0.12385,3.4766,9.3613
255,Sub877_vs_Level110,1,3.303,0.0011169,0.16586,0.11094,1.1771,0.79311,1.1712,0.31311,4.412,8.1353
256,Sub877_vs_Level110,2,3.1908,0.0048407,0.15488,0.074275,1.4134,1.0686,1.1846,0.57516,4.5342,8.5796
257,Sub877_vs_Level110,3,2.3273,0.016169,0.088043,0.051977,1.0857,0.93549,0.9848,0.44225,4.6731,9.6257
258,Sub877_vs_Level110,4,3.7739,0.001291,0.22229,0.055469,1.2427,0.58812,1.2961,0.76977,4.838,9.709
259,Sub877_vs_Level110,5,1.909,0.039744,0.26492,0.056453,1.2876,0.93075,0.92179,0.58324,4.5405,7.0583
260,Sub877_vs_Level118,1,2.6306,0.0030061,0.30162,0.054418,1.3314,0.30425,1.421,0.84751,3.3452,9.4947
261,Sub877_vs_Level118,2,3.8128,0.0019549,0.010957,0.096248,1.2656,0.47482,0.94072,0.47474,3.1661,8.1512
262,Sub877_vs_Level118,3,2.3192,0.0028822,0.062556,0.050017,1.0303,0.25641,1.1397,0.53212,3.7825,9.953
263,Sub877_vs_Level118,4,3.7922,0.0028377,0.14471,0.050144,0.98811,0.58188,1.2543,0.92096,4.8835,9.8335
264,Sub877_vs_Level118,5,3.3829,0.0012444,0.11335,0.050404,1.0675,0.47289,1.2375,0.43521,4.0423,8.2236
265,Sub877_vs_Level92,1,2.416,0.0049564,0.085788,0.050438,1.1847,0.73693,0.98843,0.25098,3.4596,6.3626
266,Sub877_vs_Level92,2,4.0019,0.013483,0.18209,0.050406,1.0701,0.57748,2.0161,0.16348,7.1263,10
267,Sub877_vs_Level92,3,4.5688,0.0013757,0.22299,0.05,1.2248,0.81696,1.7645,0.30961,5.9401,10
268,Sub877_vs_Level92,4,3.2525,0.0037033,0.099766,0.053555,0.9282,0.47733,1.5336,0.17392,5.4949,9.286
269,Sub877_vs_Level92,5,2.648,0.018494,0.14144,0.063227,1.1626,0.76716,1.351,0.3721,4.7642,6.9605
270,Sub884_vs_Level110,1,4.431,0.0012194,0.016226,0.050049,0.69048,0.41399,1.661,0.05937,3.7661,7.7174
271,Sub884_vs_Level110,2,2.516,0.0010009,0.15618,0.05,0.71726,0.64194,1.5547,0.26328,4.3078,9.9961
272,Sub884_vs_Level110,3,4.641,0.001313,0.11323,0.051924,0.63777,0.54732,2.1591,-0.063951,4.5442,9.4648
273,Sub884_vs_Level110,4,2.8318,0.003652,0.029243,0.058919,0.55895,0.36025,1.5697,0.25068,4.6099,9.7454
274,Sub884_vs_Level110,5,4.853,0.0027029,0.035912,0.050007,0.61987,0.33565,2.2731,0.41422,5.0847,9.998
275,Sub884_vs_Level118,1,3.6359,0.001422,0.074165,0.054668,0.55195,0.36863,1.7707,0.2495,4.2164,9.5022
276,Sub884_vs_Level118,2,7.6241,0.0010392,0.014941,0.052029,0.59668,0.55247,1.9985,0.087555,4.6933,4.1147
277,Sub884_vs_Level118,3,11.194,0.001,0.1401,0.050804,0.54858,0.24548,3.1841,0.034933,8.3538,10
278,Sub884_vs_Level118,4,14.099,0.0010095,0.1769,0.05001,0.50624,0.60341,3.719,0.22429,9.8152,9.767
279,Sub884_vs_Level118,5,2.5727,0.001,4.038e-05,0.076131,0.72016,0.4259,1.4901,0.31067,3.5619,9.1468
280,Sub884_vs_Level92,1,7.2258,0.0010028,0.11145,0.051484,0.63456,0.74709,1.985,0.99337,5.9412,7.7249
281,Sub884_vs_Level92,2,8.3605,0.0010156,0.04945,0.053344,0.89086,0.39001,1.8028,0.41032,4.6811,4.4275
282,Sub884_vs_Level92,3,7.061,0.0032923,0.098815,0.054363,0.74755,0.30135,1.784,0.32911,5.554,9.7535
283,Sub884_vs_Level92,4,6.713,0.0010001,0.085809,0.050401,0.6112,0.53375,1.7546,-0.39768,5.2493,5.0688
284,Sub884_vs_Level92,5,6.4666,0.001,0.12952,0.050002,0.84611,0.47896,1.8517,0.96761,5.1154,10
285,Sub891_vs_Level110,1,1.677,0.051882,0.26229,0.051254,1.0593,0.75931,1.7842,0.24777,6.3532,9.9494
286,Sub891_vs_Level110,2,3.2279,0.032485,0.14681,0.063865,1.5255,0.92118,1.1693,0.2376,4.5882,9.9837
287,Sub891_vs_Level110,3,1.9166,0.019477,0.24585,0.050174,1.025,0.77462,1.3584,-0.532,4.7443,8.3499
288,Sub891_vs_Level110,4,1.1755,0.039808,0.3027,0.050012,1.0676,0.65811,1.2882,-0.15233,4.6715,9.9836
289,Sub891_vs_Level110,5,2.7455,0.031535,0.1868,0.055465,1.3002,1.0317,1.1909,0.090918,4.781,8.3334
290,Sub891_vs_Level118,1,1.1588,0.97276,0.1566,0.05,0.95753,0.46875,1.264,0.57526,6.1792,9.8438
291,Sub891_vs_Level118,2,0.42215,0.034894,0.15677,0.077433,1.0589,0.43864,1.0228,0.39487,4.051,7.4315
292,Sub891_vs_Level118,3,0.1935,0.098398,0.20997,0.082424,0.97574,0.50334,1.1971,0.6148,5.1544,9.9734
293,Sub891_vs_Level118,4,1.294,0.051119,0.1647,0.050008,1.2234,0.6076,1.3579,0.39075,5.1837,9.5682
294,Sub891_vs_Level118,5,1.5576,0.089986,0.24561,0.056681,1.3333,0.57002,1.259,0.47192,4.904,8.2677
295,Sub891_vs_Level92,1,0.35311,0.080813,0.16007,0.05014,1.0336,0.62108,1.1038,0.16234,4.3432,9.9993
296,Sub891_vs_Level92,2,0.3836,0.045527,0.22276,0.050008,1.0206,0.3554,1.1953,0.48638,4.6264,9.759
297,Sub891_vs_Level92,3,1.8563,0.031831,0.21201,0.050067,1.7897,0.9175,1.0196,0.54483,3.5638,7.5367
298,Sub891_vs_Level92,4,0.87295,0.023132,0.14128,0.050746,0.92367,0.59782,1.3083,0.24518,5.7315,9.9808
299,Sub891_vs_Level92,5,0.75639,0.019346,0.24533,0.050076,1.1686,0.77437,1.0917,0.27285,4.2065,7.8227
300,SubA103_vs_Level110,1,1.5895,0.011702,0.22886,0.064178,1.0958,0.96755,0.70838,0.13769,3.8927,9.8974
301,SubA103_vs_Level110,2,3.3091,0.0022684,0.32446,0.086203,1.3502,1.1688,0.91424,-0.24866,4.5248,9.8957
302,SubA103_vs_Level110,3,3.3361,0.0015532,0.372,0.055813,0.9642,1.1785,0.54867,-1.9633,4.6123,9.9374
303,SubA103_vs_Level110,4,1.7801,0.011657,0.32445,0.052535,1.042,0.9958,0.90892,-0.48106,4.2087,8.2246
304,SubA103_vs_Level110,5,5.2307,0.0010645,0.43142,0.05,1.1518,1.4785,1.6839,-2.0188,8.1614,9.998
305,SubA103_vs_Level118,1,3.1929,0.0037673,0.22627,0.050435,1.3171,1.7839,1.0365,0.21206,6.5063,9.2426
306,SubA103_vs_Level118,2,3.3942,0.0086131,0.21608,0.086554,1.1176,1.7932,1.1212,0.17042,6.7379,9.988
307,SubA103_vs_Level118,3,1.5861,0.055854,0.1569,0.061084,1.1983,1.3164,0.77331,0.1926,4.5794,9.8432
308,SubA103_vs_Level118,4,4.961,0.0016335,0.24729,0.059849,1.3571,2.3781,1.6481,0.098247,9.158,10
309,SubA103_vs_Level118,5,1.928,0.026908,0.26498,0.077254,0.91467,1.3762,1.2283,0.13238,7.8833,9.9947
310,SubA103_vs_Level92,1,4.7423,0.0014654,0.1287,0.052613,1.3589,1.4707,1.0533,-0.19886,5.6067,8.4481
311,SubA103_vs_Level92,2,3.1136,0.0010046,0.22016,0.0504,1.1737,1.4237,0.99354,-0.55581,5.0684,8.298
312,SubA103_vs_Level92,3,4.2616,0.0076118,0.30706,0.058449,1.3887,1.4482,1.0134,-0.20982,5.4854,5.128
313,SubA103_vs_Level92,4,1.8035,0.012262,0.11795,0.05559,1.0022,1.1447,0.92028,0.27579,4.6259,9.9257
314,SubA103_vs_Level92,5,2.7311,0.01375,0.11451,0.050905,1.4118,1.2596,0.7886,0.38342,4.0148,6.8105
315,SubA1099_vs_Level110,1,6.8281,0.0030939,0.27971,0.074281,1.1844,0.79623,1.5376,0.50181,5.2157,8.2749
316,SubA1099_vs_Level110,2,3.8722,0.0010979,0.18601,0.053149,1.0485,0.80197,1.1168,0.68049,4.8359,9.9106
317,SubA1099_vs_Level110,3,2.8772,0.0019274,0.16414,0.050003,0.84609,0.56408,1.1984,0.50825,4.3023,9.5648
318,SubA1099_vs_Level110,4,5.1693,0.00141,0.17754,0.084133,1.2128,0.56967,0.95678,0.48779,4.3555,10
319,SubA1099_vs_Level110,5,4.9881,0.00103,0.25693,0.050056,1.0015,0.64071,1.7313,0.56217,4.9412,9.99
320,SubA1099_vs_Level118,1,3.4196,0.0010633,0.11805,0.088931,1.2673,0.61071,1.0136,0.78019,3.9849,9.9838
321,SubA1099_vs_Level118,2,4.0757,0.00406,0.14875,0.083481,1.1659,0.76278,1.0875,0.67585,4.3906,9.0095
322,SubA1099_vs_Level118,3,2.3722,0.0027785,0.09638,0.10842,1.0523,0.66265,0.98564,0.74514,4.0301,9.8906
323,SubA1099_vs_Level118,4,5.58,0.0034057,0.12403,0.056568,1.2165,0.50618,1.0888,0.81678,4.4679,9.7296
324,SubA1099_vs_Level118,5,4.3201,0.0027094,0.27105,0.052562,1.2456,0.61316,1.0381,0.81775,4.3402,7.2108
325,SubA1099_vs_Level92,1,3.6379,0.0017357,0.17481,0.053662,0.87313,0.52248,1.1541,0.74744,4.8907,9.9769
326,SubA1099_vs_Level92,2,3.5463,0.0021755,0.13292,0.057805,1.0307,0.78227,1.0987,0.73056,4.0507,7.1809
327,SubA1099_vs_Level92,3,1.6704,0.0068511,0.11911,0.052614,0.90895,0.55746,1.0446,0.56968,3.6256,8.3035
328,SubA1099_vs_Level92,4,2.4907,0.013996,0.12129,0.051723,1.007,0.53838,1.0821,0.55757,4.0379,9.965
329,SubA1099_vs_Level92,5,3.2752,0.0026118,0.13938,0.077601,0.91354,0.62339,1.198,0.66909,4.4727,9.3715
330,SubA1107_vs_Level110,1,0.51554,0.0013926,0.13357,0.074465,2.9347,9.1002,-2.7621,5.5992,-4.3042,1.9326
331,SubA1107_vs_Level110,2,0.45597,0.0096077,0.04382,0.08878,1.2417,5.3102,3.0528,9.0227,-9.3864,-1.7904
332,SubA1107_vs_Level110,3,0.23518,0.07093,0.089691,0.079375,2.1505,8.4293,3.9133,9.9481,-4.8184,10
333,SubA1107_vs_Level110,4,0.37097,0.12821,0.051025,0.14242,1.5093,3.335,2.3584,5,1.2158,1.1523
334,SubA1107_vs_Level110,5,1.9842,0.0012176,0.044793,0.074704,2.5064,7.1525,-4.1579,3.5611,-3.5027,0.44402
335,SubA1107_vs_Level118,1,0.42145,0.0010984,0.097761,0.052597,2.141,3.9798,2.7218,5.3538,1.9059,-2.3015
336,SubA1107_vs_Level118,2,0.57312,0.96133,0.062727,0.10849,1.9547,5.4556,4.3582,9.0175,2.9772,-9.2448
337,SubA1107_vs_Level118,3,0.77592,0.0016605,0.062967,0.069961,1.7881,4.1327,3.4074,6.8561,2.0804,2.8496
338,SubA1107_vs_Level118,4,0.11224,0.1876,0.074913,0.095599,1.9352,4.1716,3.6947,6.7309,2.4089,6.5324
339,SubA1107_vs_Level118,5,0.26,0.071077,0.062905,0.087215,1.7882,3.7482,2.2045,4.8155,2.0087,-4.6749
340,SubA1107_vs_Level92,1,0.55421,0.0020515,0.10251,0.081599,1.6783,3.7093,3.2152,6.5264,1.5171,8.7886
341,SubA1107_vs_Level92,2,0.89076,0.0010108,0.027267,0.07351,1.3931,6.169,3.1017,8.953,2.8787,8.8807
342,SubA1107_vs_Level92,3,0.5396,0.44918,0.27037,0.056031,2.2071,6.7941,3.8216,8.3619,-9.8486,-9.7152
343,SubA1107_vs_Level92,4,0.29013,0.0010537,0.076594,0.089997,2.4413,3.0805,1.5984,3.4715,0.58905,-2.0381
344,SubA1107_vs_Level92,5,4.0139,0.13447,0.046358,0.15187,2.4811,6.8896,1.865,4.4223,-3.4805,1.6974
345,SubA1157_vs_Level110,1,1.2836,0.024802,0.2948,0.050034,1.2679,0.38709,1.5236,0.18688,6.5832,8.863
346,SubA1157_vs_Level110,2,0.42646,0.10831,0.36749,0.050765,0.99768,0.18311,2.0728,-0.073242,9.0479,9.8828
347,SubA1157_vs_Level110,3,0.87573,0.043591,0.24904,0.053755,1.0633,0.53654,1.7693,-0.68064,7.6816,9.6214
348,SubA1157_vs_Level110,4,1.679,0.077605,0.41795,0.05243,1.2743,0.4578,2.1205,0.099607,8.4182,9.5476
349,SubA1157_vs_Level110,5,0.42749,0.013633,0.35334,0.061138,1.4163,0.30491,1.0933,0.37981,4.3388,6.7337
350,SubA1157_vs_Level118,1,0.12624,0.67662,0.38963,0.057342,1.1326,0.28439,1.7034,0.4732,7.0437,6.1132
351,SubA1157_vs_Level118,2,0.41459,0.1551,0.30683,0.088255,1.3305,0.33288,1.1731,0.03531,4.7842,9.6257
352,SubA1157_vs_Level118,3,1.9989,0.019989,0.19995,0.05,1.9502,0.80078,1.001,0.40039,3.501,10
353,SubA1157_vs_Level118,4,0.57089,0.26128,0.31957,0.050977,1.3781,0.19554,0.8994,-0.0087231,4.9837,8.3314
354,SubA1157_vs_Level118,5,0.16448,0.001531,0.36615,0.059843,0.88585,0.44396,1.8868,0.5555,7.8262,9.8282
355,SubA1157_vs_Level92,1,1.2254,0.0015992,0.3791,0.077732,1.2798,0.56364,1.3455,0.2807,5.5183,9.5126
356,SubA1157_vs_Level92,2,1.9593,0.060856,0.30327,0.05074,1.6807,0.41049,0.95968,0.21215,3.8292,9.9769
357,SubA1157_vs_Level92,3,0.84141,0.27345,0.3555,0.050381,1.1785,0.17969,1.2731,0.13025,6.3484,9.9959
358,SubA1157_vs_Level92,4,0.10339,0.022177,0.37968,0.050314,1.2127,0.17331,1.0716,0.31528,4.0222,8.2045
359,SubA1157_vs_Level92,5,0.4106,0.77086,0.35615,0.093647,0.8924,0.41833,1.5055,0.23797,5.8468,9.9932
360,SubA1203_vs_Level110,1,7.7034,0.0031301,0.4446,0.074953,0.61639,1.0528,-0.70614,1.4667,9.2282,9.9987
361,SubA1203_vs_Level110,2,2.5273,0.0044128,0.39719,0.051009,0.45037,0.93954,0.36597,1.4448,7.3029,9.9945
362,SubA1203_vs_Level110,3,11.22,0.001061,0.46163,0.050026,1.413,1.612,0.27872,1.7098,7.46,9.892
363,SubA1203_vs_Level110,4,5.5234,0.005453,0.47713,0.05516,0.84099,1.5347,0.14733,2.2496,7.9607,9.9468
364,SubA1203_vs_Level110,5,9.3903,0.001,0.47753,0.079706,1.5931,1.7459,-0.265,2.0395,7.0786,7.4551
365,SubA1203_vs_Level118,1,9.1801,0.0019245,0.44972,0.07667,1.2604,1.4698,-0.775,0.71369,6.4532,9.3455
366,SubA1203_vs_Level118,2,83.106,0.0010595,0.27232,0.14085,1.3493,1.9788,-0.41445,0.69436,5.127,5.2307
367,SubA1203_vs_Level118,3,5.8637,0.0010169,0.43397,0.050209,1.5535,1.03,-0.27757,0.72634,3.6579,9.9968
368,SubA1203_vs_Level118,4,2.5469,0.0028487,0.2116,0.053014,0.60937,0.94072,0.025554,0.86377,3.868,9.9846
369,SubA1203_vs_Level118,5,4.9314,0.0011892,0.69355,0.116,1.0754,1.4265,0.61602,2.1415,7.1759,9.8404
370,SubA1203_vs_Level92,1,0.34059,0.12214,4.761e-07,0.052738,2.1742,-9.97,9.9997,5.3863,-2.1785,2.0894
371,SubA1203_vs_Level92,2,4.3543,0.0012348,0.3185,0.060791,0.97075,1.058,-0.074665,1.1017,5.1545,9.7609
372,SubA1203_vs_Level92,3,7.1595,0.0010221,0.4366,0.089749,1.5637,1.3051,-0.5439,0.89406,4.1495,7.4494
373,SubA1203_vs_Level92,4,5.5247,0.0021136,0.24107,0.080851,1.3419,1.1276,-0.066314,0.69142,4.4589,9.9826
374,SubA1203_vs_Level92,5,3.0495,0.003239,0.55203,0.05772,0.98997,1.1347,-0.39602,1.01,5.1706,9.9482
375,SubA121_vs_Level110,1,0.8315,0.025115,0.22812,0.086753,1.0624,1.0641,1.0318,0.0027351,3.2605,9.7921
376,SubA121_vs_Level110,2,0.72572,0.0067765,0.24467,0.05,1.1194,0.91806,1.1642,0.37443,3.1497,10
377,SubA121_vs_Level110,3,1.3872,0.022099,0.2599,0.051408,1.0986,1.1211,1.172,-0.08315,3.5942,9.8828
378,SubA121_vs_Level110,4,0.75026,0.027815,0.24423,0.054559,1.1226,0.84102,1.2263,-0.28565,3.9684,9.9989
379,SubA121_vs_Level110,5,1.9208,0.0031058,0.30748,0.050336,1.1448,1.0991,1.4583,0.087833,4.3067,9.9935
380,SubA121_vs_Level118,1,2.6848,0.0023122,0.11641,0.064678,1.7726,1.2402,1.2067,0.24029,3.1572,9.3776
381,SubA121_vs_Level118,2,2.5707,0.021992,0.11138,0.05,1.3737,1.0697,1.5195,-0.014973,4.0466,9.8044
382,SubA121_vs_Level118,3,4.0224,0.005752,0.31729,0.053148,2.0769,1.2336,1.5235,-0.36378,3.6887,7.5416
383,SubA121_vs_Level118,4,2.3618,0.01726,0.13098,0.055511,1.2724,1.1531,1.4797,0.077801,4.1,9.303
384,SubA121_vs_Level118,5,2.7281,0.0030879,0.1621,0.050138,1.1742,0.73596,1.9505,0.30286,4.6841,9.9626
385,SubA121_vs_Level92,1,2.6163,0.0022567,0.016914,0.050012,0.93769,0.84153,1.2763,-0.10307,4.0679,9.1175
386,SubA121_vs_Level92,2,1.8982,0.01482,0.20188,0.061856,1.2217,0.75124,1.0672,-0.073836,3.413,9.1841
387,SubA121_vs_Level92,3,1.8597,0.0036291,0.046183,0.079132,1.1069,0.86996,1.1992,0.1426,3.5818,9.8898
388,SubA121_vs_Level92,4,1.8553,0.010154,0.066048,0.051943,0.87486,0.83899,1.1978,0.012237,4.1675,9.9874
389,SubA121_vs_Level92,5,2.0103,0.0010487,0.083125,0.057015,0.9512,0.96331,1.2449,-0.18928,3.7713,9.639
390,SubA130_vs_Level110,1,4.1703,0.0014244,0.2024,0.050503,0.65368,1.4067,1.3709,1.0122,5.8631,9.888
391,SubA130_vs_Level110,2,1.7276,0.010725,0.15181,0.052947,0.81513,1.3288,0.96441,0.78701,4.8469,9.7726
392,SubA130_vs_Level110,3,1.3619,0.01325,0.036132,0.05073,0.79209,1.5238,0.94236,0.68955,4.438,9.9993
393,SubA130_vs_Level110,4,2.6229,0.0010842,0.15069,0.070784,0.63577,1.3709,0.70383,0.29113,5.8817,10
394,SubA130_vs_Level110,5,2.0627,0.0013738,0.12825,0.050343,0.6761,1.2255,0.71658,0.20987,4.4042,9.5679
395,SubA130_vs_Level118,1,2.2254,0.0026884,0.070206,0.05185,0.5563,1.1023,1.1182,0.13253,7.2425,9.6919
396,SubA130_vs_Level118,2,1.7286,0.0042511,0.11016,0.050045,0.91467,1.2018,0.98834,0.35004,4.7113,8.774
397,SubA130_vs_Level118,3,1.7611,0.002538,0.064753,0.051056,0.82679,1.11,0.83984,0.41502,4.5749,9.6224
398,SubA130_vs_Level118,4,1.6388,0.0026071,0.066679,0.05,0.65008,0.85027,0.87114,0.35539,4.4288,9.9866
399,SubA130_vs_Level118,5,1.8266,0.00907,0.12857,0.050551,1.0052,1.4122,0.91379,0.47615,4.9332,9.8911
400,SubA130_vs_Level92,1,1.8756,0.0010011,0.060228,0.050017,0.83542,1.0355,0.88315,0.56279,4.6263,9.9252
401,SubA130_vs_Level92,2,3.9395,0.0012292,0.16055,0.050731,0.9867,1.1876,1.242,0.84649,5.7956,9.8442
402,SubA130_vs_Level92,3,2.2836,0.001031,0.10075,0.062807,0.77117,0.99266,0.76456,0.39108,4.6115,9.999
403,SubA130_vs_Level92,4,5.424,0.0032539,0.15104,0.053965,1.1671,1.7781,1.5057,0.92977,6.6233,9.9369
404,SubA130_vs_Level92,5,1.5367,0.0011149,0.10763,0.063191,0.71902,1.0652,1.0779,0.83347,5.3036,9.6714
405,SubA197_vs_Level110,1,4.347,0.001038,0.049695,0.051136,1.0791,0.72044,0.86017,1.4619,3.5546,7.2656
406,SubA197_vs_Level110,2,195.17,0.0013379,0.25784,0.069897,0.74247,0.59564,1.3916,2.3178,7.1952,3.7534
407,SubA197_vs_Level110,3,8.1769,0.0021781,0.17988,0.050008,0.92014,1.0467,0.95077,1.3337,4.9802,6.3137
408,SubA197_vs_Level110,4,10.646,0.0028306,0.33407,0.050007,0.96252,0.64102,1.5207,2.5305,6.5692,8.6633
409,SubA197_vs_Level110,5,52.249,0.0085582,0.16584,0.051164,0.88091,0.93893,1.5781,2.0086,5.8238,9.2297
410,SubA197_vs_Level118,1,7.3746,0.001,0.24044,0.059918,1.0469,0.60683,1.0845,1.9953,5.9785,7.8789
411,SubA197_vs_Level118,2,4.927,0.0010571,0.15614,0.05022,1.0058,0.73791,0.53676,1.4822,4.2756,9.2222
412,SubA197_vs_Level118,3,16.467,0.0010024,0.42687,0.05,1.3038,0.87854,1.425,2.9342,6.3428,-2.6414
413,SubA197_vs_Level118,4,5.8796,0.0010496,0.023475,0.070967,1.1288,0.52024,0.72206,1.3788,3.1835,3.743
414,SubA197_vs_Level118,5,3.6449,0.0012239,0.11925,0.11807,0.8284,0.54371,0.833,1.7294,4.5211,8.9171
415,SubA197_vs_Level92,1,2.9874,0.001,0.0043488,0.081665,0.61644,0.59982,0.98358,1.8394,3.4412,9.809
416,SubA197_vs_Level92,2,6.1585,0.0023437,0.30482,0.10269,1.1016,1.0423,0.76404,1.0519,2.9324,9.9997
417,SubA197_vs_Level92,3,9.7004,0.0026488,0.33112,0.054645,0.61045,0.66072,1.4359,2.6931,7.7667,8.621
418,SubA197_vs_Level92,4,4.8199,0.0010462,0.11586,0.075304,0.73302,0.75094,0.70725,1.7955,3.8422,5.9156
