,subject,fold,1,2,3,4,5,6,7,8,9,10
419,SubA197_vs_Level92,5,4.9072,0.0011379,0.033275,0.056657,0.75253,0.92013,0.81475,2.0871,4.2015,9.2378
420,SubA206_vs_Level110,1,1.091,0.024567,0.22888,0.052426,0.71259,0.68286,2.3737,0.34693,6.6025,9.763
421,SubA206_vs_Level110,2,2.403,0.0047396,0.022064,0.05,0.65961,0.31523,1.6225,-0.36991,3.8846,5.2578
422,SubA206_vs_Level110,3,2.7333,0.0082714,0.12421,0.090628,0.75901,0.46328,2.0691,0.026379,5.6252,8.2608
423,SubA206_vs_Level110,4,1.4246,0.0017905,0.15127,0.054586,0.77486,0.45852,1.7993,-0.10055,4.9523,9.4372
424,SubA206_vs_Level110,5,5.8246,0.0010897,0.1353,0.050274,0.70151,0.33709,2.4607,0.032116,5.5067,4.2139
425,SubA206_vs_Level118,1,1.9709,0.025844,0.23017,0.071576,0.7277,0.16505,2.6357,1.1962,6.9714,9.9944
426,SubA206_vs_Level118,2,1.467,0.0074416,0.12444,0.055837,0.9765,0.1867,1.2904,0.64031,2.9315,5.2217
427,SubA206_vs_Level118,3,2.0539,0.01201,0.18793,0.052078,0.8955,0.22647,1.859,0.58712,4.5197,9.94
428,SubA206_vs_Level118,4,1.4475,0.010939,0.20079,0.050001,0.8385,0.28288,1.796,0.70183,4.3258,9.9973
429,SubA206_vs_Level118,5,3.3498,0.0026906,0.16771,0.050036,0.98839,0.23605,2.5327,-0.10858,5.5442,9.8482
430,SubA206_vs_Level92,1,2.8242,0.014757,0.20095,0.0502,1.1027,0.37549,1.8361,-0.13003,4.4032,4.5398
431,SubA206_vs_Level92,2,1.7435,0.037275,0.10704,0.077499,0.85631,0.64175,1.9868,0.49381,5.11,9.0077
432,SubA206_vs_Level92,3,2.2521,0.0010645,0.28193,0.050513,0.93636,0.38501,1.8894,-0.11646,4.4871,3.6772
433,SubA206_vs_Level92,4,2.2684,0.013613,0.175,0.052681,0.93219,0.39643,1.6428,-0.50154,4.3389,6.3647
434,SubA206_vs_Level92,5,2.3415,0.0049604,0.23738,0.059538,0.73125,0.40851,2.5905,-0.065724,6.5184,7.5938
435,SubA314_vs_Level110,1,2.866,0.0021085,0.19869,0.051347,0.93781,1.1978,1.3641,0.76301,5.8605,8.7759
436,SubA314_vs_Level110,2,3.1205,0.0015495,0.23056,0.070366,1.0758,1.331,1.0335,0.34483,4.6119,5.9706
437,SubA314_vs_Level110,3,4.4408,0.0020692,0.16644,0.053955,0.84746,1.6483,1.6728,1.0979,7.3908,9.1433
438,SubA314_vs_Level110,4,5.9689,0.0019917,0.39638,0.11468,0.94078,2.0518,2.4537,1.0579,9.2942,10
439,SubA314_vs_Level110,5,5.3459,0.010652,0.19617,0.053675,1.5047,2.3053,1.4758,0.6961,6.1546,9.0982
440,SubA314_vs_Level118,1,2.5018,0.0010156,0.09086,0.050369,0.81431,0.542,1.5301,1.2762,5.6528,6.9309
441,SubA314_vs_Level118,2,5.2831,0.001015,0.21313,0.10949,0.98136,1.3338,2.0136,1.2096,7.6968,9.9998
442,SubA314_vs_Level118,3,3.2207,0.0035681,0.11912,0.056328,1.2178,0.90569,1.1412,0.63666,3.8379,4.4198
443,SubA314_vs_Level118,4,2.5567,0.0041029,0.26131,0.084107,0.85918,0.97371,1.1835,0.63513,5.3162,4.5397
444,SubA314_vs_Level118,5,2.2706,0.018051,0.25427,0.052279,1.1941,0.91475,1.0612,0.70534,3.5166,4.2753
445,SubA314_vs_Level92,1,3.8805,0.0012256,0.08196,0.050336,0.86943,1.0993,1.6272,1.4374,7.6872,9.6033
446,SubA314_vs_Level92,2,2.5971,0.0024878,0.056835,0.063443,0.69977,0.90235,1.144,0.9366,4.8881,9.9146
447,SubA314_vs_Level92,3,2.5173,0.0011712,0.060887,0.05791,0.659,0.90321,1.335,1.3069,6.658,9.7032
448,SubA314_vs_Level92,4,3.5363,0.0012013,0.057101,0.05086,0.87595,1,0.87547,0.69261,4.5113,6.3104
449,SubA314_vs_Level92,5,2.4363,0.0034375,0.002759,0.052937,0.73128,1.2359,1.026,0.75775,5.0964,9.6774
