StudyID,AvgPlanningDepth,MedianPlanningDepth,AvgBranchingFactor,MedianBranchingFactor
SubA1099_vs_Level92,6.030454395439855,5.224043715846994,5.239292229113462,4.0
SubA1107_vs_Level110,1.2072683372037143,1.1666666666666667,10.106092666909888,10.0
SubA1107_vs_Level118,1.1290313754104342,1.0,3.3915906603429407,4.0
SubA1107_vs_Level92,1.38662445058286,1.3333333333333333,4.531922655964976,5.0
SubA1157_vs_Level110,1.5401329598937454,1.4210526315789473,5.471488507843852,5.0
SubA1157_vs_Level118,1.4643396570594673,1.3333333333333333,2.23872674206494,2.0
SubA1157_vs_Level92,1.7945962544083667,1.5,1.785388544326888,2.0
SubA1203_vs_Level110,10.962282039048812,8.804804804804805,6.022874863188617,5.0
SubA1203_vs_Level118,20.548274009000707,22.735530546623792,7.039401678219628,5.0
SubA1203_vs_Level92,7.344835215305453,6.461538461538462,2.481721999270339,2.0
SubA121_vs_Level110,1.7002549580779596,1.6428571428571428,4.04146296971908,3.0
SubA121_vs_Level118,3.0861013291587036,2.595744680851064,3.958445822692448,3.0
SubA121_vs_Level92,3.1184873032192284,2.9426751592356686,5.363936519518424,4.0
SubA130_vs_Level110,4.294554040094009,3.9166666666666665,6.322345859175483,5.0
SubA130_vs_Level118,2.918154247505313,2.7046413502109705,8.065961327982489,6.0
SubA130_vs_Level92,4.521903356358941,4.109756097560975,9.337395111273258,7.0
SubA197_vs_Level110,21.860713777558225,23.87579617834395,5.355454213790587,4.0
SubA197_vs_Level118,15.94650444750853,16.460554371002132,8.218259759211966,6.0
SubA197_vs_Level92,14.743941917372032,14.908496732026144,7.325465158701204,6.0
SubA206_vs_Level110,4.632923536581764,3.943548387096774,6.743013498723093,6.0
SubA206_vs_Level118,3.261128614245471,2.929411764705882,5.691681867931412,5.0
SubA206_vs_Level92,3.6499472436592186,3.1285714285714286,6.156804086099964,6.0
SubA314_vs_Level110,5.3871316677317305,4.787545787545787,7.725300985041955,6.0
SubA314_vs_Level118,5.360033025189219,4.596685082872928,7.089657059467347,6.0
SubA314_vs_Level92,4.938514452675506,4.32319391634981,9.265687705217074,8.0
