3.9272
0
1
0
2.929
0
1.8333
1.8333
0
0
3.5477
0
0
0
4.9275
4.538
2.0833
0
1.8333
0
0
1
4.5754
2.2833
2.2833
0
1.5
4.8328
1.8333
4.1182
1
0
4.6463
3.6454
5.8528
2.5929
0
0
5.6303
