4299161604	448	Black	4096	0.0	1	Sub806_vs_Level110
807403520	36511416320	Black	1073741824	0.001992940902709961	1	Sub806_vs_Level110
128	0	White	8	0.0029938220977783203	1	Sub806_vs_Level110
1613758464	71303424	White	131072	0.001994609832763672	1	Sub806_vs_Level110
12582912	4096	White	2048	0.000993967056274414	1	Sub806_vs_Level110
0	0	Black	16	0.003989219665527344	1	Sub806_vs_Level110
0	0	Black	134217728	0.006983280181884766	1	Sub806_vs_Level110
37756930	92307456	Black	2147483648	0.001993894577026367	1	Sub806_vs_Level110
6656	3221225472	White	536870912	0.0	1	Sub806_vs_Level110
1881145344	36511424512	Black	134217728	0.0	1	Sub806_vs_Level110
12288	2147483648	White	2048	0.001994609832763672	1	Sub806_vs_Level110
4194304	65536	Black	128	0.003989219665527344	1	Sub806_vs_Level110
7348224	8388664	Black	536870912	0.0	1	Sub806_vs_Level110
2168463400	4304422928	Black	536870912	0.0019936561584472656	1	Sub806_vs_Level110
32928	72	White	8192	0.0019948482513427734	1	Sub806_vs_Level110
4299161600	192	Black	4	0.0019953250885009766	1	Sub806_vs_Level110
2070	104	White	128	0.002991914749145508	1	Sub806_vs_Level110
3225427968	2104320	Black	4294967296	0.000997304916381836	1	Sub806_vs_Level110
4202496	4303355904	Black	2147483648	0.002992391586303711	1	Sub806_vs_Level110
3761242112	71434496	White	4294967296	0.0009975433349609375	1	Sub806_vs_Level110
16688	8487040	Black	64	0.0009968280792236328	1	Sub806_vs_Level110
2147491840	12	Black	16	0.0	1	Sub806_vs_Level110
8400896	335560704	Black	4194304	0.002991199493408203	1	Sub806_vs_Level110
0	0	Black	8192	0.003988027572631836	1	Sub806_vs_Level110
14680064	6144	White	1024	0.0	1	Sub806_vs_Level110
8193	80	Black	134217728	0.0	1	Sub806_vs_Level110
28720	3180544	White	4194304	0.0	1	Sub806_vs_Level110
2151677952	33554434	Black	4294967296	0.002991199493408203	1	Sub806_vs_Level110
28672	2147485696	White	2	0.000997304916381836	1	Sub806_vs_Level110
6446645248	33554438	Black	8589934592	0.001981973648071289	1	Sub806_vs_Level110
3225419776	536871424	White	2048	0.002992868423461914	1	Sub806_vs_Level110
4	0	White	32	0.004985809326171875	1	Sub806_vs_Level110
0	0	Black	262144	0.003987550735473633	1	Sub806_vs_Level110
0	0	Black	8192	0.004987955093383789	1	Sub806_vs_Level110
8192	0	White	1048576	0.004981279373168945	1	Sub806_vs_Level110
6442459152	12582924	Black	1048576	0.0	1	Sub806_vs_Level110
1077936128	8388608	White	65536	0.0029935836791992188	1	Sub806_vs_Level110
1073741824	0	White	512	0.003983020782470703	1	Sub806_vs_Level110
25215136	2147491928	White	4194304	0.0	1	Sub806_vs_Level110
