544210944	9177088	Black	8192	0.0011665821075439453	4	Sub294_vs_Level110
4268034	8441856	Black	33554432	0.0	4	Sub294_vs_Level110
16768	29360128	Black	33554432	0.0	4	Sub294_vs_Level110
32864	8390656	White	16	0.0	4	Sub294_vs_Level110
0	0	Black	524288	0.0	4	Sub294_vs_Level110
2231394304	34359869792	Black	16	0.0	4	Sub294_vs_Level110
15032385536	2080	White	17179869184	0.0	4	Sub294_vs_Level110
4718592	269484032	Black	1073741824	0.0	4	Sub294_vs_Level110
1048576	262144	Black	2097152	0.000997781753540039	4	Sub294_vs_Level110
545284096	60163096576	Black	4294967296	0.0	4	Sub294_vs_Level110
15036579840	17179871264	White	1073741824	0.0	4	Sub294_vs_Level110
1166018560	6446653696	Black	33554432	0.0	4	Sub294_vs_Level110
2150105088	1094713344	Black	2	0.0	4	Sub294_vs_Level110
9126871040	134218112	Black	4294967296	0.0	4	Sub294_vs_Level110
12288	12884901888	Black	1024	0.0	4	Sub294_vs_Level110
17196660736	37224448	White	4194304	0.0	4	Sub294_vs_Level110
1879048192	2147500032	White	134217728	0.0009968280792236328	4	Sub294_vs_Level110
32	0	White	2	0.0	4	Sub294_vs_Level110
536936448	134217856	Black	8589934592	0.0009961128234863281	4	Sub294_vs_Level110
1078464708	806371378	Black	4294967296	0.0	4	Sub294_vs_Level110
6291456	32768	White	128	0.0009958744049072266	4	Sub294_vs_Level110
2147483648	1073741824	Black	524288	0.0010311603546142578	4	Sub294_vs_Level110
2148007936	1077936128	Black	2097152	0.0	4	Sub294_vs_Level110
1075846144	2285904384	Black	16	0.0	4	Sub294_vs_Level110
15569321984	34493956512	Black	1073741824	0.0	4	Sub294_vs_Level110
17179876352	29368320	Black	512	0.0	4	Sub294_vs_Level110
49248	8390672	White	65536	0.0	4	Sub294_vs_Level110
6422528	134480384	Black	8388608	0.0	4	Sub294_vs_Level110
24608	8388624	White	256	0.0	4	Sub294_vs_Level110
4259842	53248	Black	8192	0.0	4	Sub294_vs_Level110
1050624	262145	Black	4	0.0009970664978027344	4	Sub294_vs_Level110
1073743872	4194560	Black	16777216	0.0	4	Sub294_vs_Level110
17196650496	34078720	White	1048576	0.0	4	Sub294_vs_Level110
32	0	White	2048	0.0	4	Sub294_vs_Level110
