1
1.5
3.0199
3.4396
0
3.3182
0
0
2.2833
2.929
1
0
1.5
0
0
1
2.0833
1
2.929
0
1.5
1.5
0
0
1
3.8915
0
1.5
2.45
3.3807
1.5
1.5
0
0
2.2833
1
